Country Name,Year,Indicator Name,Year.1,Value
Kenya,1997,Forest area (% of land area),1997,6.905849176
Kenya,1996,Forest area (% of land area),1996,6.887813192
Kenya,1995,Forest area (% of land area),1995,6.869777208
Kenya,1994,Forest area (% of land area),1994,6.851741224
Kenya,1993,Forest area (% of land area),1993,6.833705239
Kenya,1992,Forest area (% of land area),1992,6.815669255
Kenya,1991,Forest area (% of land area),1991,6.797633271
Kenya,1990,Forest area (% of land area),1990,6.779597287
Kenya,2022,Access to electricity (% of population),2022,76.0
Kenya,2021,Access to electricity (% of population),2021,76.5
Kenya,2020,Access to electricity (% of population),2020,71.5
Kenya,2019,Access to electricity (% of population),2019,69.7
Kenya,2018,Access to electricity (% of population),2018,61.2
Kenya,2017,Access to electricity (% of population),2017,55.8
Kenya,2016,Access to electricity (% of population),2016,53.1
Kenya,2015,Access to electricity (% of population),2015,41.6
Kenya,2014,Access to electricity (% of population),2014,36.0
Kenya,2013,Access to electricity (% of population),2013,40.1
Kenya,2012,Access to electricity (% of population),2012,38.1
Kenya,2011,Access to electricity (% of population),2011,36.2
Kenya,2010,Access to electricity (% of population),2010,19.2
Kenya,2009,Access to electricity (% of population),2009,23.0
Kenya,2008,Access to electricity (% of population),2008,30.3
Kenya,2007,Access to electricity (% of population),2007,28.3
Kenya,2006,Access to electricity (% of population),2006,26.4
Kenya,2005,Access to electricity (% of population),2005,24.5
Kenya,2004,Access to electricity (% of population),2004,22.6
Kenya,2003,Access to electricity (% of population),2003,16.0
Kenya,2002,Access to electricity (% of population),2002,18.9
Kenya,2001,Access to electricity (% of population),2001,17.0
Kenya,2000,Access to electricity (% of population),2000,15.2
Kenya,1999,Access to electricity (% of population),1999,13.20889187
Kenya,1998,Access to electricity (% of population),1998,14.5
Kenya,1997,Access to electricity (% of population),1997,9.326317787
Kenya,1996,Access to electricity (% of population),1996,7.378530502
Kenya,1995,Access to electricity (% of population),1995,5.427343369
Kenya,1994,Access to electricity (% of population),1994,3.473436832
Kenya,1993,Access to electricity (% of population),1993,10.9
Kenya,2021,Renewable energy consumption (% of total final energy consumption),2021,67.7
Kenya,2020,Renewable energy consumption (% of total final energy consumption),2020,69.0
Kenya,2019,Renewable energy consumption (% of total final energy consumption),2019,68.1
Kenya,2018,Renewable energy consumption (% of total final energy consumption),2018,68.7
Kenya,2017,Renewable energy consumption (% of total final energy consumption),2017,68.1
Kenya,2016,Renewable energy consumption (% of total final energy consumption),2016,68.3
Kenya,2015,Renewable energy consumption (% of total final energy consumption),2015,69.2
Kenya,2014,Renewable energy consumption (% of total final energy consumption),2014,71.8
Kenya,2013,Renewable energy consumption (% of total final energy consumption),2013,74.3
Kenya,2012,Renewable energy consumption (% of total final energy consumption),2012,76.2
Kenya,2011,Renewable energy consumption (% of total final energy consumption),2011,74.7
Kenya,2010,Renewable energy consumption (% of total final energy consumption),2010,74.0
Kenya,2009,Renewable energy consumption (% of total final energy consumption),2009,75.6
Kenya,2008,Renewable energy consumption (% of total final energy consumption),2008,78.2
Kenya,2007,Renewable energy consumption (% of total final energy consumption),2007,78.2
Kenya,2006,Renewable energy consumption (% of total final energy consumption),2006,77.6
Kenya,2005,Renewable energy consumption (% of total final energy consumption),2005,79.2
Kenya,2004,Renewable energy consumption (% of total final energy consumption),2004,80.3
Kenya,2003,Renewable energy consumption (% of total final energy consumption),2003,81.6
Kenya,2002,Renewable energy consumption (% of total final energy consumption),2002,78.8
Kenya,2001,Renewable energy consumption (% of total final energy consumption),2001,78.3
Kenya,2000,Renewable energy consumption (% of total final energy consumption),2000,76.8
Kenya,1999,Renewable energy consumption (% of total final energy consumption),1999,77.7
Kenya,1998,Renewable energy consumption (% of total final energy consumption),1998,77.9
Kenya,1997,Renewable energy consumption (% of total final energy consumption),1997,78.1
Kenya,1996,Renewable energy consumption (% of total final energy consumption),1996,77.2
Kenya,1995,Renewable energy consumption (% of total final energy consumption),1995,78.2
Kenya,1994,Renewable energy consumption (% of total final energy consumption),1994,79.3
Kenya,1993,Renewable energy consumption (% of total final energy consumption),1993,79.1
Kenya,1992,Renewable energy consumption (% of total final energy consumption),1992,78.4
Kenya,1991,Renewable energy consumption (% of total final energy consumption),1991,77.8
Kenya,1990,Renewable energy consumption (% of total final energy consumption),1990,76.5
Kenya,2014,CO2 intensity (kg per kg of oil equivalent energy use),2014,0.636054004
Kenya,2013,CO2 intensity (kg per kg of oil equivalent energy use),2013,0.660968555
Kenya,2012,CO2 intensity (kg per kg of oil equivalent energy use),2012,0.601418167
Kenya,2011,CO2 intensity (kg per kg of oil equivalent energy use),2011,0.653942803
Kenya,2010,CO2 intensity (kg per kg of oil equivalent energy use),2010,0.647553822
Kenya,2009,CO2 intensity (kg per kg of oil equivalent energy use),2009,0.626536311
Kenya,2008,CO2 intensity (kg per kg of oil equivalent energy use),2008,0.561494021
Kenya,2007,CO2 intensity (kg per kg of oil equivalent energy use),2007,0.549604795
Kenya,2006,CO2 intensity (kg per kg of oil equivalent energy use),2006,0.557395159
Kenya,2005,CO2 intensity (kg per kg of oil equivalent energy use),2005,0.520546625
Kenya,2004,CO2 intensity (kg per kg of oil equivalent energy use),2004,0.480964705
Kenya,2003,CO2 intensity (kg per kg of oil equivalent energy use),2003,0.444402492
Kenya,2002,CO2 intensity (kg per kg of oil equivalent energy use),2002,0.516037607
Kenya,2001,CO2 intensity (kg per kg of oil equivalent energy use),2001,0.536294185
Kenya,2000,CO2 intensity (kg per kg of oil equivalent energy use),2000,0.587882884
Kenya,1999,CO2 intensity (kg per kg of oil equivalent energy use),1999,0.553911979
Kenya,1998,CO2 intensity (kg per kg of oil equivalent energy use),1998,0.541126073
Kenya,1997,CO2 intensity (kg per kg of oil equivalent energy use),1997,0.52057943
Kenya,1996,CO2 intensity (kg per kg of oil equivalent energy use),1996,0.552961143
Kenya,1995,CO2 intensity (kg per kg of oil equivalent energy use),1995,0.523824044
Kenya,1994,CO2 intensity (kg per kg of oil equivalent energy use),1994,0.505774401
Kenya,1993,CO2 intensity (kg per kg of oil equivalent energy use),1993,0.51047306
Kenya,1992,CO2 intensity (kg per kg of oil equivalent energy use),1992,0.531240988
Kenya,1991,CO2 intensity (kg per kg of oil equivalent energy use),1991,0.539721782
Kenya,1990,CO2 intensity (kg per kg of oil equivalent energy use),1990,0.573193335
Kenya,1989,CO2 intensity (kg per kg of oil equivalent energy use),1989,0.495160324
Kenya,1988,CO2 intensity (kg per kg of oil equivalent energy use),1988,0.473560669
Kenya,1987,CO2 intensity (kg per kg of oil equivalent energy use),1987,0.52465286
Kenya,1986,CO2 intensity (kg per kg of oil equivalent energy use),1986,0.439611203
Kenya,1985,CO2 intensity (kg per kg of oil equivalent energy use),1985,0.433878087
Kenya,1984,CO2 intensity (kg per kg of oil equivalent energy use),1984,0.518882329
Kenya,1983,CO2 intensity (kg per kg of oil equivalent energy use),1983,0.592482341
Kenya,1982,CO2 intensity (kg per kg of oil equivalent energy use),1982,0.607347102
Kenya,1981,CO2 intensity (kg per kg of oil equivalent energy use),1981,0.860527009
Kenya,1980,CO2 intensity (kg per kg of oil equivalent energy use),1980,0.840352623
Kenya,1979,CO2 intensity (kg per kg of oil equivalent energy use),1979,0.708881572
Kenya,1978,CO2 intensity (kg per kg of oil equivalent energy use),1978,0.776415901
Kenya,1977,CO2 intensity (kg per kg of oil equivalent energy use),1977,0.759881455
Kenya,1976,CO2 intensity (kg per kg of oil equivalent energy use),1976,0.727102035
Kenya,1975,CO2 intensity (kg per kg of oil equivalent energy use),1975,0.82340816
Kenya,1974,CO2 intensity (kg per kg of oil equivalent energy use),1974,0.83938099
Kenya,1973,CO2 intensity (kg per kg of oil equivalent energy use),1973,0.689943377
Kenya,1972,CO2 intensity (kg per kg of oil equivalent energy use),1972,0.699769578
Kenya,1971,CO2 intensity (kg per kg of oil equivalent energy use),1971,0.696422265
Kenya,2016,CO2 emissions from gaseous fuel consumption (kt),2016,0.0
Kenya,2015,CO2 emissions from gaseous fuel consumption (kt),2015,0.0
Kenya,2014,CO2 emissions from gaseous fuel consumption (kt),2014,0.0
Kenya,2013,CO2 emissions from gaseous fuel consumption (kt),2013,0.0
Kenya,2012,CO2 emissions from gaseous fuel consumption (kt),2012,0.0
Kenya,2011,CO2 emissions from gaseous fuel consumption (kt),2011,0.0
Kenya,2010,CO2 emissions from gaseous fuel consumption (kt),2010,0.0
Kenya,2009,CO2 emissions from gaseous fuel consumption (kt),2009,0.0
Kenya,2008,CO2 emissions from gaseous fuel consumption (kt),2008,0.0
Kenya,2007,CO2 emissions from gaseous fuel consumption (kt),2007,0.0
Kenya,2006,CO2 emissions from gaseous fuel consumption (kt),2006,0.0
Kenya,2005,CO2 emissions from gaseous fuel consumption (kt),2005,0.0
Kenya,2004,CO2 emissions from gaseous fuel consumption (kt),2004,0.0
Kenya,2003,CO2 emissions from gaseous fuel consumption (kt),2003,0.0
Kenya,2002,CO2 emissions from gaseous fuel consumption (kt),2002,0.0
Kenya,2001,CO2 emissions from gaseous fuel consumption (kt),2001,0.0
Kenya,2000,CO2 emissions from gaseous fuel consumption (kt),2000,0.0
Kenya,1999,CO2 emissions from gaseous fuel consumption (kt),1999,0.0
Kenya,1998,CO2 emissions from gaseous fuel consumption (kt),1998,0.0
Kenya,1997,CO2 emissions from gaseous fuel consumption (kt),1997,0.0
Kenya,1996,CO2 emissions from gaseous fuel consumption (kt),1996,0.0
Kenya,1995,CO2 emissions from gaseous fuel consumption (kt),1995,0.0
Kenya,1994,CO2 emissions from gaseous fuel consumption (kt),1994,0.0
Kenya,1993,CO2 emissions from gaseous fuel consumption (kt),1993,0.0
Kenya,1992,CO2 emissions from gaseous fuel consumption (kt),1992,0.0
Kenya,1991,CO2 emissions from gaseous fuel consumption (kt),1991,0.0
Kenya,1990,CO2 emissions from gaseous fuel consumption (kt),1990,0.0
Kenya,1989,CO2 emissions from gaseous fuel consumption (kt),1989,0.0
Kenya,1988,CO2 emissions from gaseous fuel consumption (kt),1988,0.0
Kenya,1987,CO2 emissions from gaseous fuel consumption (kt),1987,0.0
Kenya,1986,CO2 emissions from gaseous fuel consumption (kt),1986,0.0
Kenya,1985,CO2 emissions from gaseous fuel consumption (kt),1985,0.0
Kenya,1984,CO2 emissions from gaseous fuel consumption (kt),1984,0.0
Kenya,1983,CO2 emissions from gaseous fuel consumption (kt),1983,0.0
Kenya,1982,CO2 emissions from gaseous fuel consumption (kt),1982,0.0
Kenya,1981,CO2 emissions from gaseous fuel consumption (kt),1981,0.0
Kenya,1980,CO2 emissions from gaseous fuel consumption (kt),1980,0.0
Kenya,1979,CO2 emissions from gaseous fuel consumption (kt),1979,0.0
Kenya,1978,CO2 emissions from gaseous fuel consumption (kt),1978,0.0
Kenya,1977,CO2 emissions from gaseous fuel consumption (kt),1977,0.0
Kenya,1976,CO2 emissions from gaseous fuel consumption (kt),1976,0.0
Kenya,1975,CO2 emissions from gaseous fuel consumption (kt),1975,0.0
Kenya,1974,CO2 emissions from gaseous fuel consumption (kt),1974,0.0
Kenya,1973,CO2 emissions from gaseous fuel consumption (kt),1973,0.0
Kenya,1972,CO2 emissions from gaseous fuel consumption (kt),1972,0.0
Kenya,1971,CO2 emissions from gaseous fuel consumption (kt),1971,0.0
Kenya,1970,CO2 emissions from gaseous fuel consumption (kt),1970,0.0
Kenya,1969,CO2 emissions from gaseous fuel consumption (kt),1969,0.0
Kenya,1968,CO2 emissions from gaseous fuel consumption (kt),1968,0.0
Kenya,1967,CO2 emissions from gaseous fuel consumption (kt),1967,0.0
Kenya,1966,CO2 emissions from gaseous fuel consumption (kt),1966,0.0
Kenya,1965,CO2 emissions from gaseous fuel consumption (kt),1965,0.0
Kenya,1964,CO2 emissions from gaseous fuel consumption (kt),1964,0.0
Kenya,1963,CO2 emissions from gaseous fuel consumption (kt),1963,0.0
Kenya,1962,CO2 emissions from gaseous fuel consumption (kt),1962,0.0
Kenya,1961,CO2 emissions from gaseous fuel consumption (kt),1961,0.0
Kenya,1960,CO2 emissions from gaseous fuel consumption (kt),1960,0.0
Kenya,2016,CO2 emissions from gaseous fuel consumption (% of total),2016,0.0
Kenya,2015,CO2 emissions from gaseous fuel consumption (% of total),2015,0.0
Kenya,2014,CO2 emissions from gaseous fuel consumption (% of total),2014,0.0
Kenya,2013,CO2 emissions from gaseous fuel consumption (% of total),2013,0.0
Kenya,2012,CO2 emissions from gaseous fuel consumption (% of total),2012,0.0
Kenya,2011,CO2 emissions from gaseous fuel consumption (% of total),2011,0.0
Kenya,2010,CO2 emissions from gaseous fuel consumption (% of total),2010,0.0
Kenya,2009,CO2 emissions from gaseous fuel consumption (% of total),2009,0.0
Kenya,2008,CO2 emissions from gaseous fuel consumption (% of total),2008,0.0
Kenya,2007,CO2 emissions from gaseous fuel consumption (% of total),2007,0.0
Kenya,2006,CO2 emissions from gaseous fuel consumption (% of total),2006,0.0
Kenya,2005,CO2 emissions from gaseous fuel consumption (% of total),2005,0.0
Kenya,2004,CO2 emissions from gaseous fuel consumption (% of total),2004,0.0
Kenya,2003,CO2 emissions from gaseous fuel consumption (% of total),2003,0.0
Kenya,2002,CO2 emissions from gaseous fuel consumption (% of total),2002,0.0
Kenya,2001,CO2 emissions from gaseous fuel consumption (% of total),2001,0.0
Kenya,2000,CO2 emissions from gaseous fuel consumption (% of total),2000,0.0
Kenya,1999,CO2 emissions from gaseous fuel consumption (% of total),1999,0.0
Kenya,1998,CO2 emissions from gaseous fuel consumption (% of total),1998,0.0
Kenya,1997,CO2 emissions from gaseous fuel consumption (% of total),1997,0.0
Kenya,1996,CO2 emissions from gaseous fuel consumption (% of total),1996,0.0
Kenya,1995,CO2 emissions from gaseous fuel consumption (% of total),1995,0.0
Kenya,1994,CO2 emissions from gaseous fuel consumption (% of total),1994,0.0
Kenya,1993,CO2 emissions from gaseous fuel consumption (% of total),1993,0.0
Kenya,1992,CO2 emissions from gaseous fuel consumption (% of total),1992,0.0
Kenya,1991,CO2 emissions from gaseous fuel consumption (% of total),1991,0.0
Kenya,1990,CO2 emissions from gaseous fuel consumption (% of total),1990,0.0
Kenya,1989,CO2 emissions from gaseous fuel consumption (% of total),1989,0.0
Kenya,1988,CO2 emissions from gaseous fuel consumption (% of total),1988,0.0
Kenya,1987,CO2 emissions from gaseous fuel consumption (% of total),1987,0.0
Kenya,1986,CO2 emissions from gaseous fuel consumption (% of total),1986,0.0
Kenya,1985,CO2 emissions from gaseous fuel consumption (% of total),1985,0.0
Kenya,1984,CO2 emissions from gaseous fuel consumption (% of total),1984,0.0
Kenya,1983,CO2 emissions from gaseous fuel consumption (% of total),1983,0.0
Kenya,1982,CO2 emissions from gaseous fuel consumption (% of total),1982,0.0
Kenya,1981,CO2 emissions from gaseous fuel consumption (% of total),1981,0.0
Kenya,1980,CO2 emissions from gaseous fuel consumption (% of total),1980,0.0
Kenya,1979,CO2 emissions from gaseous fuel consumption (% of total),1979,0.0
Kenya,1978,CO2 emissions from gaseous fuel consumption (% of total),1978,0.0
Kenya,1977,CO2 emissions from gaseous fuel consumption (% of total),1977,0.0
Kenya,1976,CO2 emissions from gaseous fuel consumption (% of total),1976,0.0
Kenya,1975,CO2 emissions from gaseous fuel consumption (% of total),1975,0.0
Kenya,1974,CO2 emissions from gaseous fuel consumption (% of total),1974,0.0
Kenya,1973,CO2 emissions from gaseous fuel consumption (% of total),1973,0.0
Kenya,1972,CO2 emissions from gaseous fuel consumption (% of total),1972,0.0
Kenya,1971,CO2 emissions from gaseous fuel consumption (% of total),1971,0.0
Kenya,1970,CO2 emissions from gaseous fuel consumption (% of total),1970,0.0
Kenya,1969,CO2 emissions from gaseous fuel consumption (% of total),1969,0.0
Kenya,1968,CO2 emissions from gaseous fuel consumption (% of total),1968,0.0
Kenya,1967,CO2 emissions from gaseous fuel consumption (% of total),1967,0.0
Kenya,1966,CO2 emissions from gaseous fuel consumption (% of total),1966,0.0
Kenya,1965,CO2 emissions from gaseous fuel consumption (% of total),1965,0.0
Kenya,1964,CO2 emissions from gaseous fuel consumption (% of total),1964,0.0
Kenya,1963,CO2 emissions from gaseous fuel consumption (% of total),1963,0.0
Kenya,1962,CO2 emissions from gaseous fuel consumption (% of total),1962,0.0
Kenya,1961,CO2 emissions from gaseous fuel consumption (% of total),1961,0.0
Kenya,1960,CO2 emissions from gaseous fuel consumption (% of total),1960,0.0
Kenya,2020,CO2 emissions (kg per 2015 US$ of GDP),2020,0.231412721
Kenya,2019,CO2 emissions (kg per 2015 US$ of GDP),2019,0.231198048
Kenya,2018,CO2 emissions (kg per 2015 US$ of GDP),2018,0.240177757
Kenya,2017,CO2 emissions (kg per 2015 US$ of GDP),2017,0.264856531
Kenya,2016,CO2 emissions (kg per 2015 US$ of GDP),2016,0.264250486
Kenya,2015,CO2 emissions (kg per 2015 US$ of GDP),2015,0.257988943
Kenya,2014,CO2 emissions (kg per 2015 US$ of GDP),2014,0.249992837
Kenya,2013,CO2 emissions (kg per 2015 US$ of GDP),2013,0.226190802
Kenya,2012,CO2 emissions (kg per 2015 US$ of GDP),2012,0.211831287
Kenya,2011,CO2 emissions (kg per 2015 US$ of GDP),2011,0.238275984
Kenya,2010,CO2 emissions (kg per 2015 US$ of GDP),2010,0.240801034
Kenya,2009,CO2 emissions (kg per 2015 US$ of GDP),2009,0.240822864
Kenya,2008,CO2 emissions (kg per 2015 US$ of GDP),2008,0.208484338
Kenya,2007,CO2 emissions (kg per 2015 US$ of GDP),2007,0.198074313
Kenya,2006,CO2 emissions (kg per 2015 US$ of GDP),2006,0.209424236
Kenya,2005,CO2 emissions (kg per 2015 US$ of GDP),2005,0.198825829
Kenya,2004,CO2 emissions (kg per 2015 US$ of GDP),2004,0.18530172
Kenya,2003,CO2 emissions (kg per 2015 US$ of GDP),2003,0.173773557
Kenya,2002,CO2 emissions (kg per 2015 US$ of GDP),2002,0.200526307
Kenya,2001,CO2 emissions (kg per 2015 US$ of GDP),2001,0.207275859
Kenya,2000,CO2 emissions (kg per 2015 US$ of GDP),2000,0.235598855
Kenya,1999,CO2 emissions (kg per 2015 US$ of GDP),1999,0.211808877
Kenya,1998,CO2 emissions (kg per 2015 US$ of GDP),1998,0.208226511
Kenya,1997,CO2 emissions (kg per 2015 US$ of GDP),1997,0.197276361
Kenya,1996,CO2 emissions (kg per 2015 US$ of GDP),1996,0.209888269
Kenya,1995,CO2 emissions (kg per 2015 US$ of GDP),1995,0.199551518
Kenya,1994,CO2 emissions (kg per 2015 US$ of GDP),1994,0.193626426
Kenya,1993,CO2 emissions (kg per 2015 US$ of GDP),1993,0.194959269
Kenya,1992,CO2 emissions (kg per 2015 US$ of GDP),1992,0.198831754
Kenya,1991,CO2 emissions (kg per 2015 US$ of GDP),1991,0.194938875
Kenya,1990,CO2 emissions (kg per 2015 US$ of GDP),1990,0.206000538
Kenya,2020,CO2 emissions (kt),2020,19446.8
Kenya,2019,CO2 emissions (kt),2019,19481.9
Kenya,2018,CO2 emissions (kt),2018,19253.9
Kenya,2017,CO2 emissions (kt),2017,20097.2
Kenya,2016,CO2 emissions (kt),2016,19310.1
Kenya,2015,CO2 emissions (kt),2015,18090.3
Kenya,2014,CO2 emissions (kt),2014,16700.0
Kenya,2013,CO2 emissions (kt),2013,14387.7
Kenya,2012,CO2 emissions (kt),2012,12981.3
Kenya,2011,CO2 emissions (kt),2011,13963.9
Kenya,2010,CO2 emissions (kt),2010,13424.4
Kenya,2009,CO2 emissions (kt),2009,12424.4
Kenya,2008,CO2 emissions (kt),2008,10411.7
Kenya,2007,CO2 emissions (kt),2007,9868.9
Kenya,2006,Access to electricity (% of population),2006,9765.4
Kenya,2005,Access to electricity (% of population),2005,8707.6
Kenya,2004,Access to electricity (% of population),2004,7662.7
Kenya,2003,Access to electricity (% of population),2003,6837.0
Kenya,2002,Access to electricity (% of population),2002,7664.8
Kenya,2001,Access to electricity (% of population),2001,7879.7
Kenya,2000,Access to electricity (% of population),2000,8630.2
Kenya,1999,Access to electricity (% of population),1999,7712.5
Kenya,1998,Access to electricity (% of population),1998,7411.2
Kenya,1997,Access to electricity (% of population),1997,6797.8
Kenya,1996,Access to electricity (% of population),1996,7198.2
Kenya,1995,Access to electricity (% of population),1995,6571.2
Kenya,1994,Access to electricity (% of population),1994,6107.0
Kenya,1993,Access to electricity (% of population),1993,5991.3
Kenya,1992,Access to electricity (% of population),1992,6088.8
Kenya,1991,Access to electricity (% of population),1991,6017.7
Kenya,1990,Access to electricity (% of population),1990,6269.0
Kenya,2016,Access to electricity (% of population),2016,13263.539
Kenya,2015,Access to electricity (% of population),2015,12530.139
Kenya,2014,Access to electricity (% of population),2014,10252.932
Kenya,2013,Access to electricity (% of population),2013,9801.891
Kenya,2012,Access to electricity (% of population),2012,9292.178
Kenya,2011,Access to electricity (% of population),2011,10208.928
Kenya,2010,Access to electricity (% of population),2010,9695.548
Kenya,2009,Access to electricity (% of population),2009,10329.939
Kenya,2008,Access to electricity (% of population),2008,8419.432
Kenya,2007,Access to electricity (% of population),2007,8159.075
Kenya,2006,Access to electricity (% of population),2006,8045.398
Kenya,2005,Access to electricity (% of population),2005,7172.652
Kenya,2004,Access to electricity (% of population),2004,6446.586
Kenya,2003,Renewable energy consumption (% of total final energy consumption),2003,5683.85
Kenya,2002,Renewable energy consumption (% of total final energy consumption),2002,6970.967
Kenya,2001,Renewable energy consumption (% of total final energy consumption),2001,8536.776
Kenya,2000,Renewable energy consumption (% of total final energy consumption),2000,9669.879
Kenya,1999,Renewable energy consumption (% of total final energy consumption),1999,9259.175
Kenya,1998,Renewable energy consumption (% of total final energy consumption),1998,9130.83
Kenya,1997,Renewable energy consumption (% of total final energy consumption),1997,7271.661
Kenya,1996,Renewable energy consumption (% of total final energy consumption),1996,8071.067
Kenya,1995,Renewable energy consumption (% of total final energy consumption),1995,6406.249
Kenya,1994,Renewable energy consumption (% of total final energy consumption),1994,5540.837
Kenya,1993,Renewable energy consumption (% of total final energy consumption),1993,5291.481
Kenya,1992,Renewable energy consumption (% of total final energy consumption),1992,4367.397
Kenya,1991,Renewable energy consumption (% of total final energy consumption),1991,3777.01
Kenya,1990,Renewable energy consumption (% of total final energy consumption),1990,4668.091
Kenya,1989,Renewable energy consumption (% of total final energy consumption),1989,4235.385
Kenya,1988,Renewable energy consumption (% of total final energy consumption),1988,3868.685
Kenya,1987,Renewable energy consumption (% of total final energy consumption),1987,4272.055
Kenya,1986,Renewable energy consumption (% of total final energy consumption),1986,3281.965
Kenya,1985,Renewable energy consumption (% of total final energy consumption),1985,3116.95
Kenya,1984,Renewable energy consumption (% of total final energy consumption),1984,3424.978
Kenya,1983,Renewable energy consumption (% of total final energy consumption),1983,3780.677
Kenya,1982,Renewable energy consumption (% of total final energy consumption),1982,3956.693
Kenya,1981,Renewable energy consumption (% of total final energy consumption),1981,5639.846
Kenya,1980,Renewable energy consumption (% of total final energy consumption),1980,5518.835
Kenya,1979,Renewable energy consumption (% of total final energy consumption),1979,4572.749
Kenya,1978,Renewable energy consumption (% of total final energy consumption),1978,4627.754
Kenya,1977,Renewable energy consumption (% of total final energy consumption),1977,4316.059
Kenya,1976,Renewable energy consumption (% of total final energy consumption),1976,3949.359
Kenya,1975,Renewable energy consumption (% of total final energy consumption),1975,4407.734
Kenya,1974,Renewable energy consumption (% of total final energy consumption),1974,4349.062
Kenya,1973,Renewable energy consumption (% of total final energy consumption),1973,3333.303
Kenya,1972,Renewable energy consumption (% of total final energy consumption),1972,3366.306
Kenya,1971,CO2 intensity (kg per kg of oil equivalent energy use),1971,3072.946
Kenya,1970,CO2 intensity (kg per kg of oil equivalent energy use),1970,2467.891
Kenya,1969,CO2 intensity (kg per kg of oil equivalent energy use),1969,2724.581
Kenya,1968,CO2 intensity (kg per kg of oil equivalent energy use),1968,2442.222
Kenya,1967,CO2 intensity (kg per kg of oil equivalent energy use),1967,2332.212
Kenya,1966,CO2 intensity (kg per kg of oil equivalent energy use),1966,2310.21
Kenya,1965,CO2 intensity (kg per kg of oil equivalent energy use),1965,2082.856
Kenya,1964,CO2 intensity (kg per kg of oil equivalent energy use),1964,2526.563
Kenya,1963,CO2 intensity (kg per kg of oil equivalent energy use),1963,2570.567
Kenya,1962,CO2 intensity (kg per kg of oil equivalent energy use),1962,2332.212
Kenya,1961,CO2 intensity (kg per kg of oil equivalent energy use),1961,2141.528
Kenya,1960,CO2 intensity (kg per kg of oil equivalent energy use),1960,2141.528
Kenya,2016,CO2 intensity (kg per kg of oil equivalent energy use),2016,70.66350027
Kenya,2015,CO2 intensity (kg per kg of oil equivalent energy use),2015,73.31854301
Kenya,2014,CO2 intensity (kg per kg of oil equivalent energy use),2014,68.21644711
Kenya,2013,CO2 intensity (kg per kg of oil equivalent energy use),2013,69.51695745
Kenya,2012,CO2 intensity (kg per kg of oil equivalent energy use),2012,76.60492993
Kenya,2011,CO2 intensity (kg per kg of oil equivalent energy use),2011,78.34940906
Kenya,2010,CO2 intensity (kg per kg of oil equivalent energy use),2010,76.70528481
Kenya,2009,CO2 intensity (kg per kg of oil equivalent energy use),2009,88.21467976
Kenya,2008,CO2 intensity (kg per kg of oil equivalent energy use),2008,84.95895055
Kenya,2007,CO2 intensity (kg per kg of oil equivalent energy use),2007,87.07657417
Kenya,2006,CO2 intensity (kg per kg of oil equivalent energy use),2006,86.50965591
Kenya,2005,CO2 intensity (kg per kg of oil equivalent energy use),2005,86.10626651
Kenya,2004,CO2 intensity (kg per kg of oil equivalent energy use),2004,86.76427995
Kenya,2003,CO2 intensity (kg per kg of oil equivalent energy use),2003,87.04211332
Kenya,2002,CO2 intensity (kg per kg of oil equivalent energy use),2002,93.94834232
Kenya,2001,CO2 intensity (kg per kg of oil equivalent energy use),2001,112.1783968
Kenya,2000,CO2 intensity (kg per kg of oil equivalent energy use),2000,117.4954921
Kenya,1999,CO2 intensity (kg per kg of oil equivalent energy use),1999,123.620494
Kenya,1998,CO2 intensity (kg per kg of oil equivalent energy use),1998,127.5255587
Kenya,1997,CO2 intensity (kg per kg of oil equivalent energy use),1997,109.5129669
Kenya,1996,CO2 intensity (kg per kg of oil equivalent energy use),1996,115.797231
Kenya,1995,CO2 intensity (kg per kg of oil equivalent energy use),1995,100.5690581
Kenya,1994,CO2 intensity (kg per kg of oil equivalent energy use),1994,94.39245315
Kenya,1993,CO2 intensity (kg per kg of oil equivalent energy use),1993,90.29831058
Kenya,1992,CO2 intensity (kg per kg of oil equivalent energy use),1992,73.40163025
Kenya,1991,CO2 intensity (kg per kg of oil equivalent energy use),1991,64.12580645
Kenya,1990,CO2 intensity (kg per kg of oil equivalent energy use),1990,76.02754072
Kenya,1989,CO2 intensity (kg per kg of oil equivalent energy use),1989,81.56779661
Kenya,1988,CO2 intensity (kg per kg of oil equivalent energy use),1988,80.78101072
Kenya,1987,CO2 intensity (kg per kg of oil equivalent energy use),1987,82.56555634
Kenya,1986,CO2 intensity (kg per kg of oil equivalent energy use),1986,78.85462555
Kenya,1985,CO2 intensity (kg per kg of oil equivalent energy use),1985,82.6848249
Kenya,1984,CO2 emissions from gaseous fuel consumption (kt),1984,79.28692699
Kenya,1983,CO2 emissions from gaseous fuel consumption (kt),1983,81.11723053
Kenya,1982,CO2 emissions from gaseous fuel consumption (kt),1982,84.296875
Kenya,1981,CO2 emissions from gaseous fuel consumption (kt),1981,86.40449438
Kenya,1980,CO2 emissions from gaseous fuel consumption (kt),1980,89.05325444
Kenya,1979,CO2 emissions from gaseous fuel consumption (kt),1979,90.75691412
Kenya,1978,CO2 emissions from gaseous fuel consumption (kt),1978,86.91460055
Kenya,1977,CO2 emissions from gaseous fuel consumption (kt),1977,85.35170413
Kenya,1976,CO2 emissions from gaseous fuel consumption (kt),1976,85.68019093
Kenya,1975,CO2 emissions from gaseous fuel consumption (kt),1975,88.57774503
